"fecha","n","tavg","tmin","tmax","prcp","dia","tipo_dia","lluvia"
2022-12-19,7763,23.7,20.4,27.2,0,"lunes","Lunes a viernes","No llueve"
2022-12-20,7324,24.6,21.6,28.5,0,"martes","Lunes a viernes","No llueve"
2022-12-21,8476,24.2,20.8,29.6,0,"miércoles","Lunes a viernes","No llueve"
2022-12-22,9346,25.3,21.7,29,0,"jueves","Lunes a viernes","No llueve"
2022-12-23,7496,24.1,21.1,30.1,7.9,"viernes","Lunes a viernes","Llueve"
2022-12-24,2109,20.7,17.6,26.9,23.9,"sábado","Fin de semana","Llueve"
2022-12-25,3482,18.5,13.7,23.1,0,"domingo","Fin de semana","No llueve"
2022-12-26,9299,21.7,16.4,25.7,0,"lunes","Lunes a viernes","No llueve"
2022-12-27,9600,24.7,19.2,28.7,0,"martes","Lunes a viernes","No llueve"
2022-12-28,9482,25.7,20.8,30.4,0.2,"miércoles","Lunes a viernes","Llueve"
2022-12-29,9122,23,18.7,31.1,0,"jueves","Lunes a viernes","No llueve"
2022-12-30,6971,26.8,21.3,31.9,0,"viernes","Lunes a viernes","No llueve"
2022-12-31,2939,26,23.1,35.1,0,"sábado","Fin de semana","No llueve"
